1a. State,1b. LEA or entity name,1c. LEA ID,1f. City,2c. Fleet operator 1,2c. Fleet operator 2,3a. Number of ESBs committed ,3n. Current status of bus,3o. Batch,3p. Quarter awarded,3q. Quarter ordered,3r. Quarter delivered,3s. Quarter first operating,3t. Bus OEM,3u. Electric powertrain manufacturer,3v. Model,3w. Type,3x. Dealer,3y. Multiple funding sources used?,3z. Funding source 1,3aa. Agency administering funds 1,3z. Funding source 2,3aa. Agency administering funds 2,3z. Funding source 3,3aa. Agency administering funds 3,3z. Funding source 4,3aa. Agency administering funds 4,3ab. Dollar amount toward bus,3ac. Charging company,3ad. Charging funding source,3ae. Dollar amount toward charger,0a. Has committed ESBs?,1a. State_district,1b. Local Education Agency (LEA) or entity name,1d. Street address 1,1e. Street address 2,1f. City_district,1g. State,1h. ZIP code,1i. Website,1j. Has LEA ID?,1k. LEA type (number),1l. LEA type (name),1m. Supervisory union LEA ID,1n. Locale (full number),1o. Locale broad type (number),1p. Locale broad type (name),1q. Census Region,1r. Census Division,1s. Latitude,1t. Longitude ,2a. Total number of buses,2b. Contractor used for some or all of buses?,3a. Number of ESBs committed _district,3b. Number of delivered or operating ESBs,3c. Number of ESBs awarded,3d. Number of ESBs ordered,3e. Number of ESBs delivered,3f. Number of ESBs operating,3g. Number of batches,3h. Size of batch 1,3h. Size of batch 2,3h. Size of batch 3,3h. Size of batch 4,3h. Size of batch 5,3i. Percent of fleet that is electric,3j. Government agency involved (non-funding),3k. Utility/energy company involved 1,3k. Utility/energy company involved 2,3k. Utility/energy company involved 3,3l. Other groups involved 1,3l. Other groups involved 2,3l. Other groups involved 3,3m. Other notes,4a. Tribal school district?,4b. Number of students in district,4c. Number of schools in district,4d. Percentage of schools in district that are Title I schoolwide eligible,4e. Percentage of students in district eligible for free or reduced price lunch,4f. Median household income,4g. Percent of population below the poverty level,4h. Percent one race: White ,4i. Percent race alone or multiracial: White,4j. Percent one race: Black or African American ,4k. Percent race alone or multiracial: Black or African American,4l. Percent one race: American Indian and Alaska Native ,4m. Percent race alone or multiracial: American Indian and Alaska Native,4n. Percent one race: Asian ,4o. Percent race alone or multiracial: Asian,4p. Percent one race: Native Hawaiian and Other Pacific Islander ,4q. Percent race alone or multiracial: Native Hawaiian and Other Pacific Islander,4r. Percent one race: some other race ,4s. Percent race alone or multiracial: Some other race,4t. Percent two or more races,4u. Percent Hispanic or Latino (of any race) ,5a. EPA Region,5b. Percent non-white and/or Hispanic,5c. Quartile: percent non-white and/or Hispanic,5d. Percent low-income (200% of federal poverty level),5e. Quartile: percent low-income,5f. PM2.5 concentration,5g. Quartile: PM2.5 concentration,5h. Ozone concentration,5i. Quartile: ozone concentration,5j. Percent of school children with a disability,5k. Quartile: percent of school children with a disability,5l. Average rate of asthma among adults aged 18 and older,5m. Quartile: average rate of asthma,5n. Qualified for American Rescue Plan funding? ,5o. EPA 2022 Clean School Bus Rebate Program prioritized school district?,5p. EPA 2023 Clean School Bus Grant & Rebate Programs prioritized school district?,5q. WRI Priority Outreach District (POD)?,6a. Has any expression of interest in ESBs?,6b. ARP 2021 waitlist position,6c. DERA school bus rebates 2020 waitlist position,6d. DERA school bus rebates 2021 waitlist position,6e. Applied for ESB funding but not awarded
MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,2500584,West Springfield,,,25,Operating,1.0,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Blue Bird,,Vision Electric,C,Andco,Yes,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),ACT School Bus Program,Massachusetts Clean Energy Center,,,,,375000.0,,,20000.0,yes,MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,174 Brush Hill Avenue,,West Springfield,MA,1089.0,http://www.lpvec.org,Yes,4.0,Service agency,,21.0,2,Suburban,Northeast,New England,42.145363,-72.634166,240.0,,25.0,25.0,0.0,0.0,0.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,0.10416666666666667,,,,,,,,"Lower Pioneer Valley Educational Collaborative provides transportation for 7 districts: Agawam (2501800), East Longmeadow (2504500), Hampden-Wilbraham (2505730), Longmeadow (2506990), Ludlow (2507050), Southwick-Tolland-Granville Regional School District (2500013), and West Springfield (2512510)",No,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,2500584,West Springfield,,,25,Operating,1.0,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Blue Bird,,Vision Electric,C,Andco,Yes,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),ACT School Bus Program,Massachusetts Clean Energy Center,,,,,375000.0,,,20000.0,yes,MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,174 Brush Hill Avenue,,West Springfield,MA,1089.0,http://www.lpvec.org,Yes,4.0,Service agency,,21.0,2,Suburban,Northeast,New England,42.145363,-72.634166,240.0,,25.0,25.0,0.0,0.0,0.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,0.10416666666666667,,,,,,,,"Lower Pioneer Valley Educational Collaborative provides transportation for 7 districts: Agawam (2501800), East Longmeadow (2504500), Hampden-Wilbraham (2505730), Longmeadow (2506990), Ludlow (2507050), Southwick-Tolland-Granville Regional School District (2500013), and West Springfield (2512510)",No,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,2500584,West Springfield,,,25,Operating,1.0,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Blue Bird,,Vision Electric,C,Andco,Yes,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),ACT School Bus Program,Massachusetts Clean Energy Center,,,,,375000.0,,,20000.0,yes,MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,174 Brush Hill Avenue,,West Springfield,MA,1089.0,http://www.lpvec.org,Yes,4.0,Service agency,,21.0,2,Suburban,Northeast,New England,42.145363,-72.634166,240.0,,25.0,25.0,0.0,0.0,0.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,0.10416666666666667,,,,,,,,"Lower Pioneer Valley Educational Collaborative provides transportation for 7 districts: Agawam (2501800), East Longmeadow (2504500), Hampden-Wilbraham (2505730), Longmeadow (2506990), Ludlow (2507050), Southwick-Tolland-Granville Regional School District (2500013), and West Springfield (2512510)",No,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,2500584,West Springfield,,,25,Operating,1.0,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Blue Bird,,Vision Electric,C,Andco,Yes,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),ACT School Bus Program,Massachusetts Clean Energy Center,,,,,375000.0,,,20000.0,yes,MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,174 Brush Hill Avenue,,West Springfield,MA,1089.0,http://www.lpvec.org,Yes,4.0,Service agency,,21.0,2,Suburban,Northeast,New England,42.145363,-72.634166,240.0,,25.0,25.0,0.0,0.0,0.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,0.10416666666666667,,,,,,,,"Lower Pioneer Valley Educational Collaborative provides transportation for 7 districts: Agawam (2501800), East Longmeadow (2504500), Hampden-Wilbraham (2505730), Longmeadow (2506990), Ludlow (2507050), Southwick-Tolland-Granville Regional School District (2500013), and West Springfield (2512510)",No,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,2500584,West Springfield,,,25,Operating,1.0,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Blue Bird,,Vision Electric,C,Andco,Yes,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),ACT School Bus Program,Massachusetts Clean Energy Center,,,,,375000.0,,,20000.0,yes,MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,174 Brush Hill Avenue,,West Springfield,MA,1089.0,http://www.lpvec.org,Yes,4.0,Service agency,,21.0,2,Suburban,Northeast,New England,42.145363,-72.634166,240.0,,25.0,25.0,0.0,0.0,0.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,0.10416666666666667,,,,,,,,"Lower Pioneer Valley Educational Collaborative provides transportation for 7 districts: Agawam (2501800), East Longmeadow (2504500), Hampden-Wilbraham (2505730), Longmeadow (2506990), Ludlow (2507050), Southwick-Tolland-Granville Regional School District (2500013), and West Springfield (2512510)",No,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,2500584,West Springfield,,,25,Operating,1.0,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Blue Bird,,Vision Electric,C,Andco,Yes,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),ACT School Bus Program,Massachusetts Clean Energy Center,,,,,375000.0,,,20000.0,yes,MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,174 Brush Hill Avenue,,West Springfield,MA,1089.0,http://www.lpvec.org,Yes,4.0,Service agency,,21.0,2,Suburban,Northeast,New England,42.145363,-72.634166,240.0,,25.0,25.0,0.0,0.0,0.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,0.10416666666666667,,,,,,,,"Lower Pioneer Valley Educational Collaborative provides transportation for 7 districts: Agawam (2501800), East Longmeadow (2504500), Hampden-Wilbraham (2505730), Longmeadow (2506990), Ludlow (2507050), Southwick-Tolland-Granville Regional School District (2500013), and West Springfield (2512510)",No,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,2500584,West Springfield,,,25,Operating,1.0,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Blue Bird,,Vision Electric,C,Andco,Yes,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),ACT School Bus Program,Massachusetts Clean Energy Center,,,,,375000.0,,,20000.0,yes,MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,174 Brush Hill Avenue,,West Springfield,MA,1089.0,http://www.lpvec.org,Yes,4.0,Service agency,,21.0,2,Suburban,Northeast,New England,42.145363,-72.634166,240.0,,25.0,25.0,0.0,0.0,0.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,0.10416666666666667,,,,,,,,"Lower Pioneer Valley Educational Collaborative provides transportation for 7 districts: Agawam (2501800), East Longmeadow (2504500), Hampden-Wilbraham (2505730), Longmeadow (2506990), Ludlow (2507050), Southwick-Tolland-Granville Regional School District (2500013), and West Springfield (2512510)",No,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,2500584,West Springfield,,,25,Operating,1.0,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Blue Bird,,Vision Electric,C,Andco,Yes,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),ACT School Bus Program,Massachusetts Clean Energy Center,,,,,375000.0,,,20000.0,yes,MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,174 Brush Hill Avenue,,West Springfield,MA,1089.0,http://www.lpvec.org,Yes,4.0,Service agency,,21.0,2,Suburban,Northeast,New England,42.145363,-72.634166,240.0,,25.0,25.0,0.0,0.0,0.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,0.10416666666666667,,,,,,,,"Lower Pioneer Valley Educational Collaborative provides transportation for 7 districts: Agawam (2501800), East Longmeadow (2504500), Hampden-Wilbraham (2505730), Longmeadow (2506990), Ludlow (2507050), Southwick-Tolland-Granville Regional School District (2500013), and West Springfield (2512510)",No,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,2500584,West Springfield,,,25,Operating,1.0,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Blue Bird,,Vision Electric,C,Andco,Yes,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),ACT School Bus Program,Massachusetts Clean Energy Center,,,,,375000.0,,,20000.0,yes,MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,174 Brush Hill Avenue,,West Springfield,MA,1089.0,http://www.lpvec.org,Yes,4.0,Service agency,,21.0,2,Suburban,Northeast,New England,42.145363,-72.634166,240.0,,25.0,25.0,0.0,0.0,0.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,0.10416666666666667,,,,,,,,"Lower Pioneer Valley Educational Collaborative provides transportation for 7 districts: Agawam (2501800), East Longmeadow (2504500), Hampden-Wilbraham (2505730), Longmeadow (2506990), Ludlow (2507050), Southwick-Tolland-Granville Regional School District (2500013), and West Springfield (2512510)",No,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,2500584,West Springfield,,,25,Operating,1.0,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Blue Bird,,Vision Electric,C,Andco,Yes,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),ACT School Bus Program,Massachusetts Clean Energy Center,,,,,375000.0,,,20000.0,yes,MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,174 Brush Hill Avenue,,West Springfield,MA,1089.0,http://www.lpvec.org,Yes,4.0,Service agency,,21.0,2,Suburban,Northeast,New England,42.145363,-72.634166,240.0,,25.0,25.0,0.0,0.0,0.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,0.10416666666666667,,,,,,,,"Lower Pioneer Valley Educational Collaborative provides transportation for 7 districts: Agawam (2501800), East Longmeadow (2504500), Hampden-Wilbraham (2505730), Longmeadow (2506990), Ludlow (2507050), Southwick-Tolland-Granville Regional School District (2500013), and West Springfield (2512510)",No,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,2500584,West Springfield,,,25,Operating,1.0,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Blue Bird,,Vision Electric,C,Andco,Yes,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),ACT School Bus Program,Massachusetts Clean Energy Center,,,,,375000.0,,,20000.0,yes,MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,174 Brush Hill Avenue,,West Springfield,MA,1089.0,http://www.lpvec.org,Yes,4.0,Service agency,,21.0,2,Suburban,Northeast,New England,42.145363,-72.634166,240.0,,25.0,25.0,0.0,0.0,0.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,0.10416666666666667,,,,,,,,"Lower Pioneer Valley Educational Collaborative provides transportation for 7 districts: Agawam (2501800), East Longmeadow (2504500), Hampden-Wilbraham (2505730), Longmeadow (2506990), Ludlow (2507050), Southwick-Tolland-Granville Regional School District (2500013), and West Springfield (2512510)",No,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,2500584,West Springfield,,,25,Operating,1.0,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Blue Bird,,Vision Electric,C,Andco,Yes,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),ACT School Bus Program,Massachusetts Clean Energy Center,,,,,375000.0,,,20000.0,yes,MASSACHUSETTS,Lower Pioneer Valley Educational Collaborative,174 Brush Hill Avenue,,West Springfield,MA,1089.0,http://www.lpvec.org,Yes,4.0,Service agency,,21.0,2,Suburban,Northeast,New England,42.145363,-72.634166,240.0,,25.0,25.0,0.0,0.0,0.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,0.10416666666666667,,,,,,,,"Lower Pioneer Valley Educational Collaborative provides transportation for 7 districts: Agawam (2501800), East Longmeadow (2504500), Hampden-Wilbraham (2505730), Longmeadow (2506990), Ludlow (2507050), Southwick-Tolland-Granville Regional School District (2500013), and West Springfield (2512510)",No,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
OREGON,McMinnville SD 40,4108010,McMinnville,First Student,,16,Awarded,1.0,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,,yes,OREGON,McMinnville SD 40,800 NE Lafayette Ave,,McMinnville,OR,97128.0,http://www.msd.k12.or.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,West,Pacific,45.212175,-123.187707,76.0,Yes,16.0,0.0,16.0,0.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,0.0,0.21052631578947367,,,,,,,,,No,6510.0,9.0,0.5555555555555556,0.5403993855606759,62913.0,0.16,0.807,0.883,0.005,0.016,0.009000000000000001,0.00016,0.016,0.027000000000000003,0.005,0.006,0.08,0.10800000000000001,0.078,0.18600000000000003,10.0,0.2613123,3.0,0.269008344,2.0,7.722556672,3.0,50.08264753,1.0,0.047,2.0,0.105831546894031,4.0,No,No,No,False,1.0,,,,
MASSACHUSETTS,Amherst,2501890,Amherst,,,4,Operating,1.0,2022 Q4,2023 Q1,2023 Q4,2023 Q4,,,,,,No,Diesel Emissions Reduction Act (DERA) grant,Environmental Protection Agency (EPA),,,,,,,,,,,yes,MASSACHUSETTS,Amherst,170 Chestnut Street,,Amherst,MA,1002.0,http://www.arps.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Northeast,New England,42.384218,-72.510419,9.0,,4.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.4444444444444444,,,,,,,,,No,1054.0,3.0,0.0,0.0,61127.0,0.239,0.708,0.7829999999999999,0.059000000000000004,0.092,0.002,0.00092,0.131,0.161,0.003,0.004,0.013999999999999999,0.043,0.084,0.08199999999999999,1.0,0.330677897,4.0,0.231149787,2.0,6.052384736,1.0,57.2688593,2.0,0.064,3.0,0.120483725111716,4.0,No,No,No,False,1.0,,,,2022 CSBP rebate
OREGON,McMinnville SD 40,4108010,McMinnville,First Student,,16,Awarded,1.0,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,,yes,OREGON,McMinnville SD 40,800 NE Lafayette Ave,,McMinnville,OR,97128.0,http://www.msd.k12.or.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,West,Pacific,45.212175,-123.187707,76.0,Yes,16.0,0.0,16.0,0.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,0.0,0.21052631578947367,,,,,,,,,No,6510.0,9.0,0.5555555555555556,0.5403993855606759,62913.0,0.16,0.807,0.883,0.005,0.016,0.009000000000000001,0.00016,0.016,0.027000000000000003,0.005,0.006,0.08,0.10800000000000001,0.078,0.18600000000000003,10.0,0.2613123,3.0,0.269008344,2.0,7.722556672,3.0,50.08264753,1.0,0.047,2.0,0.105831546894031,4.0,No,No,No,False,1.0,,,,
OREGON,McMinnville SD 40,4108010,McMinnville,First Student,,16,Awarded,1.0,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,,yes,OREGON,McMinnville SD 40,800 NE Lafayette Ave,,McMinnville,OR,97128.0,http://www.msd.k12.or.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,West,Pacific,45.212175,-123.187707,76.0,Yes,16.0,0.0,16.0,0.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,0.0,0.21052631578947367,,,,,,,,,No,6510.0,9.0,0.5555555555555556,0.5403993855606759,62913.0,0.16,0.807,0.883,0.005,0.016,0.009000000000000001,0.00016,0.016,0.027000000000000003,0.005,0.006,0.08,0.10800000000000001,0.078,0.18600000000000003,10.0,0.2613123,3.0,0.269008344,2.0,7.722556672,3.0,50.08264753,1.0,0.047,2.0,0.105831546894031,4.0,No,No,No,False,1.0,,,,
OREGON,McMinnville SD 40,4108010,McMinnville,First Student,,16,Awarded,1.0,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,,yes,OREGON,McMinnville SD 40,800 NE Lafayette Ave,,McMinnville,OR,97128.0,http://www.msd.k12.or.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,West,Pacific,45.212175,-123.187707,76.0,Yes,16.0,0.0,16.0,0.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,0.0,0.21052631578947367,,,,,,,,,No,6510.0,9.0,0.5555555555555556,0.5403993855606759,62913.0,0.16,0.807,0.883,0.005,0.016,0.009000000000000001,0.00016,0.016,0.027000000000000003,0.005,0.006,0.08,0.10800000000000001,0.078,0.18600000000000003,10.0,0.2613123,3.0,0.269008344,2.0,7.722556672,3.0,50.08264753,1.0,0.047,2.0,0.105831546894031,4.0,No,No,No,False,1.0,,,,
MASSACHUSETTS,Amherst-Pelham,2501920,Amherst,,,1,Operating,1.0,2016 Q2,2016 Q3,2017 Q1,2017 Q1,Lion Electric,,eLion,C,,No,RGGI,Massachusetts Department of Energy Resources,,,,,,,,ClipperCreek,,,yes,MASSACHUSETTS,Amherst-Pelham,170 Chestnut Street,,Amherst,MA,1002.0,http://www.arps.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Northeast,New England,42.384218,-72.510419,10.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,,,,,VEIC,,,,No,1242.0,2.0,0.0,0.0,70769.0,0.21,0.7290000000000001,0.8009999999999999,0.055,0.085,0.001,0.0008500000000000001,0.11900000000000001,0.146,0.003,0.003,0.013000000000000001,0.042,0.079,0.079,1.0,0.278860599,3.0,0.211894765,2.0,6.005912367,1.0,57.64207364,2.0,0.076,3.0,0.11760510004477799,4.0,No,No,No,False,1.0,,,,
MASSACHUSETTS,Andover,2501950,Andover,Highland Electric,Trombly Motor Coach,30,Operating,1.0,2021 Q1,2021 Q4,2022 Q4,2023 Q1,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,,No,,,,,,,,,,,,,yes,MASSACHUSETTS,Andover,30 Whittier Court,,Andover,MA,1810.0,http://www.aps1.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Northeast,New England,42.654937,-71.135714,,Yes,30.0,5.0,25.0,0.0,0.0,5.0,3.0,2.0,3.0,25.0,0.0,0.0,,,National Grid,,,,,,,No,5590.0,10.0,0.0,0.0,155252.0,0.035,0.757,0.8029999999999999,0.019,0.026000000000000002,0.002,0.00026000000000000003,0.161,0.177,0.0,0.001,0.012,0.042,0.049,0.08,1.0,0.29017427,3.0,0.081463536,1.0,6.479534676,2.0,54.84473495,1.0,0.026000000000000002,1.0,0.08300578295834461,1.0,No,No,No,False,1.0,,,,
MASSACHUSETTS,Andover,2501950,Andover,Highland Electric,Trombly Motor Coach,30,Operating,1.0,2021 Q1,2021 Q4,2022 Q4,2023 Q1,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,,No,,,,,,,,,,,,,yes,MASSACHUSETTS,Andover,30 Whittier Court,,Andover,MA,1810.0,http://www.aps1.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Northeast,New England,42.654937,-71.135714,,Yes,30.0,5.0,25.0,0.0,0.0,5.0,3.0,2.0,3.0,25.0,0.0,0.0,,,National Grid,,,,,,,No,5590.0,10.0,0.0,0.0,155252.0,0.035,0.757,0.8029999999999999,0.019,0.026000000000000002,0.002,0.00026000000000000003,0.161,0.177,0.0,0.001,0.012,0.042,0.049,0.08,1.0,0.29017427,3.0,0.081463536,1.0,6.479534676,2.0,54.84473495,1.0,0.026000000000000002,1.0,0.08300578295834461,1.0,No,No,No,False,1.0,,,,
MASSACHUSETTS,Andover,2501950,Andover,Highland Electric,Trombly Motor Coach,30,Operating,2.0,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,,,,,,,,,,,,,yes,MASSACHUSETTS,Andover,30 Whittier Court,,Andover,MA,1810.0,http://www.aps1.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Northeast,New England,42.654937,-71.135714,,Yes,30.0,5.0,25.0,0.0,0.0,5.0,3.0,2.0,3.0,25.0,0.0,0.0,,,National Grid,,,,,,,No,5590.0,10.0,0.0,0.0,155252.0,0.035,0.757,0.8029999999999999,0.019,0.026000000000000002,0.002,0.00026000000000000003,0.161,0.177,0.0,0.001,0.012,0.042,0.049,0.08,1.0,0.29017427,3.0,0.081463536,1.0,6.479534676,2.0,54.84473495,1.0,0.026000000000000002,1.0,0.08300578295834461,1.0,No,No,No,False,1.0,,,,
MASSACHUSETTS,Andover,2501950,Andover,Highland Electric,Trombly Motor Coach,30,Operating,2.0,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,,,,,,,,,,,,,yes,MASSACHUSETTS,Andover,30 Whittier Court,,Andover,MA,1810.0,http://www.aps1.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Northeast,New England,42.654937,-71.135714,,Yes,30.0,5.0,25.0,0.0,0.0,5.0,3.0,2.0,3.0,25.0,0.0,0.0,,,National Grid,,,,,,,No,5590.0,10.0,0.0,0.0,155252.0,0.035,0.757,0.8029999999999999,0.019,0.026000000000000002,0.002,0.00026000000000000003,0.161,0.177,0.0,0.001,0.012,0.042,0.049,0.08,1.0,0.29017427,3.0,0.081463536,1.0,6.479534676,2.0,54.84473495,1.0,0.026000000000000002,1.0,0.08300578295834461,1.0,No,No,No,False,1.0,,,,
MASSACHUSETTS,Andover,2501950,Andover,Highland Electric,Trombly Motor Coach,30,Operating,2.0,2022 Q1,2022 Q2,2023 Q1,2023 Q2,,,,,,No,,,,,,,,,,,,,yes,MASSACHUSETTS,Andover,30 Whittier Court,,Andover,MA,1810.0,http://www.aps1.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Northeast,New England,42.654937,-71.135714,,Yes,30.0,5.0,25.0,0.0,0.0,5.0,3.0,2.0,3.0,25.0,0.0,0.0,,,National Grid,,,,,,,No,5590.0,10.0,0.0,0.0,155252.0,0.035,0.757,0.8029999999999999,0.019,0.026000000000000002,0.002,0.00026000000000000003,0.161,0.177,0.0,0.001,0.012,0.042,0.049,0.08,1.0,0.29017427,3.0,0.081463536,1.0,6.479534676,2.0,54.84473495,1.0,0.026000000000000002,1.0,0.08300578295834461,1.0,No,No,No,False,1.0,,,,
OREGON,McMinnville SD 40,4108010,McMinnville,First Student,,16,Awarded,1.0,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,,yes,OREGON,McMinnville SD 40,800 NE Lafayette Ave,,McMinnville,OR,97128.0,http://www.msd.k12.or.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,West,Pacific,45.212175,-123.187707,76.0,Yes,16.0,0.0,16.0,0.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,0.0,0.21052631578947367,,,,,,,,,No,6510.0,9.0,0.5555555555555556,0.5403993855606759,62913.0,0.16,0.807,0.883,0.005,0.016,0.009000000000000001,0.00016,0.016,0.027000000000000003,0.005,0.006,0.08,0.10800000000000001,0.078,0.18600000000000003,10.0,0.2613123,3.0,0.269008344,2.0,7.722556672,3.0,50.08264753,1.0,0.047,2.0,0.105831546894031,4.0,No,No,No,False,1.0,,,,
